time_s	time_ms	time_ms_smooth
144.439	47.926	37.160
144.461	41.583	37.100
144.478	30.336	36.891
144.511	34.591	36.888
144.547	40.820	37.037
144.573	39.284	37.366
144.595	33.043	38.896
144.625	35.276	39.615
144.657	38.358	39.470
144.689	41.003	39.366
144.709	33.144	39.443
144.740	35.594	39.356
144.772	38.450	39.245
144.796	34.118	38.820
144.823	33.361	38.573
144.854	35.937	38.929
144.885	37.767	38.953
144.921	44.413	38.849
144.926	78.301	38.768
144.927	50.828	39.066
144.938	33.357	38.886
144.968	34.881	38.598
144.999	38.649	38.241
145.020	34.697	38.369
145.045	35.417	38.245
145.072	37.280	38.056
145.095	35.414	38.037
145.124	39.240	38.126
145.145	35.200	38.453
145.174	38.214	40.014
145.204	37.246	40.118
145.207	40.500	38.331
145.228	30.775	37.669
145.260	31.169	37.705
145.291	32.069	37.757
145.296	36.348	37.742
145.323	32.506	37.933
145.355	33.705	38.075
145.385	33.647	38.114
145.418	35.591	38.230
145.457	44.106	38.209
145.459	76.791	38.340
145.460	47.018	38.428
145.478	33.625	38.507
145.509	34.281	38.496
145.540	34.247	38.889
145.573	36.202	39.188
145.606	38.273	39.316
145.638	39.461	39.265
145.668	38.965	39.469
145.698	38.261	39.626
145.729	38.318	39.731
145.760	38.705	39.770
145.791	38.465	39.712
145.824	40.430	38.250
145.854	39.215	37.803
145.885	40.235	37.880
145.917	40.591	37.973
145.946	38.648	38.126
145.973	35.259	38.154
146.004	35.086	38.057
146.038	37.605	37.974
146.069	37.631	37.992
146.098	36.265	37.707
146.130	36.563	37.456
146.167	42.671	37.400
146.196	40.232	37.396
146.223	35.851	37.357
146.253	35.528	37.106
146.286	36.619	36.834
146.318	38.081	36.523
146.348	36.890	36.383
146.378	35.847	36.322
146.411	37.396	36.278
146.444	39.401	36.175
146.467	31.133	36.069
146.498	32.045	36.036
146.504	37.311	35.994
146.536	38.365	35.752
146.568	39.464	35.547
146.593	32.934	35.534
146.624	33.430	35.709
146.654	32.819	35.665
146.687	35.137	35.604
146.717	33.734	35.533
146.748	34.001	35.519
146.780	35.016	35.432
146.811	34.983	35.295
146.842	35.458	35.464
146.873	35.510	35.585
146.905	36.623	35.503
146.935	35.098	35.522
146.967	35.532	35.391
146.999	39.896	35.652
147.020	35.512	35.854
147.051	36.575	36.094
147.081	35.112	36.280
147.112	35.494	36.632
147.143	35.206	36.857
147.175	35.977	36.854
147.206	35.356	36.991
147.237	35.093	37.108
147.268	35.242	37.084
147.303	38.841	37.040
147.331	36.206	37.094
147.363	39.438	37.393
147.393	38.496	37.429
147.424	38.813	37.628
147.456	39.799	37.612
147.490	42.526	37.632
147.518	39.614	37.718
147.544	34.957	37.729
147.579	38.396	37.688
147.609	38.391	37.948
147.637	34.897	38.188
147.669	35.529	38.253
147.701	36.458	38.166
147.707	42.993	38.182
147.736	40.804	38.111
147.767	40.489	37.803
147.794	36.163	37.507
147.825	35.628	37.215
147.858	37.642	36.741
147.887	35.469	36.593
147.917	34.952	36.643
147.955	41.875	36.422
147.986	41.078	36.139
148.013	36.879	36.011
148.044	36.664	35.848
148.075	36.609	35.725
148.107	37.642	35.334
148.131	30.806	35.054
148.163	31.426	34.778
148.195	32.485	34.720
148.224	30.688	34.711
148.229	35.899	34.577
148.261	36.216	34.535
148.288	32.870	34.515
148.318	31.313	34.681
148.349	31.691	35.175
148.380	31.472	35.368
148.413	33.372	35.480
148.444	33.224	37.023
148.475	33.799	37.495
148.506	33.594	37.702
148.538	34.699	37.842
148.570	35.405	38.033
148.599	34.288	38.251
148.630	34.439	38.260
148.662	34.449	38.300
148.704	46.007	38.474
148.743	53.446	38.746
148.762	41.701	38.906
148.791	39.468	39.148
148.795	75.180	39.244
148.801	49.437	39.394
148.819	35.994	39.518
148.849	34.906	39.611
148.882	37.273	39.745
148.912	36.132	39.772
148.944	36.121	39.758
148.976	37.227	39.834
149.007	37.214	40.040
149.039	38.108	39.703
149.068	35.695	38.986
149.101	37.515	39.165
149.130	35.784	38.953
149.162	36.976	37.331
149.193	36.888	36.796
149.220	35.934	36.931
149.250	38.042	37.067
149.277	36.087	36.978
149.303	33.938	37.063
149.333	36.316	37.220
149.365	39.618	37.078
149.391	37.586	37.045
149.417	35.518	37.075
149.456	46.163	36.914
149.473	34.170	36.803
149.501	34.636	36.880
149.531	36.060	36.985
149.563	39.374	36.802
149.590	38.296	36.942
149.615	35.055	36.996
149.646	38.266	37.124
149.677	40.035	37.009
149.698	33.675	37.126
149.729	36.385	37.063
149.760	38.859	37.158
149.781	31.677	37.011
149.812	34.746	36.569
149.844	37.694	36.758
149.874	39.614	36.993
149.895	32.310	36.960
149.932	39.441	36.852
149.960	39.387	37.994
149.989	39.276	38.178
150.009	31.073	39.735
150.045	39.240	40.699
150.073	38.051	43.409
150.104	39.937	44.888
150.123	31.863	46.449
150.154	35.117	47.876
150.187	38.877	48.743
150.217	40.522	49.426
150.240	35.225	49.469
150.270	36.673	49.560
150.327	66.859	49.526
150.328	39.657	49.333
150.337	77.192	49.275
150.352	64.118	49.246
150.362	101.430	49.050
150.362	73.351	49.039
150.394	77.897	49.014
150.413	67.359	49.013
150.430	56.417	48.978
150.456	54.772	48.937
150.470	40.685	48.856
150.493	34.574	48.858
150.525	38.596	48.914
150.549	34.568	47.888
150.581	37.819	47.583
150.602	30.346	46.021
150.634	34.342	45.047
150.666	37.791	42.328
150.696	39.301	40.807
150.717	31.839	39.222
150.747	34.232	38.125
150.779	37.852	37.395
150.808	38.496	36.677
150.833	35.275	36.510
150.864	38.085	36.672
150.896	41.194	36.581
150.915	32.052	36.673
150.951	38.143	36.707
150.983	39.755	36.980
151.004	33.447	37.164
151.035	35.344	37.091
151.067	38.264	36.864
151.097	39.926	37.109
151.124	38.174	37.246
151.150	36.817	37.198
151.177	36.522	37.270
151.208	38.608	37.252
151.234	36.336	37.216
151.264	36.867	37.103
151.295	38.665	37.295
151.321	37.181	37.277
151.352	38.922	37.195
151.378	35.977	37.438
151.404	33.617	37.315
151.437	37.964	37.180
151.466	37.669	37.065
151.494	36.660	37.120
151.498	40.291	37.093
151.520	34.815	37.143
151.551	37.191	37.032
151.581	38.374	37.104
151.607	36.846	37.046
151.637	37.697	37.034
151.665	37.709	36.964
151.695	39.511	36.749
151.717	32.273	36.777
151.747	34.886	36.984
151.778	37.054	36.967
151.810	39.550	36.869
151.835	36.139	36.891
151.866	37.778	36.666
151.893	35.816	36.598
151.925	38.137	36.554
151.950	35.424	36.570
151.982	38.373	36.559
152.008	35.424	36.439
152.033	33.540	36.355
152.065	36.675	36.124
152.096	38.809	36.303
152.123	37.536	36.487
152.148	35.212	36.499
152.179	37.207	36.322
152.205	34.666	36.387
152.231	33.119	36.473
152.262	36.094	36.383
152.294	38.781	36.301
152.320	36.556	36.401
152.346	34.701	36.262
152.361	35.611	36.188
152.387	33.740	36.282
152.419	36.744	36.374
152.450	39.478	36.278
152.476	37.375	36.146
152.502	35.126	36.229
152.533	37.752	36.312
152.564	39.926	36.203
152.586	33.566	36.301
152.617	36.101	36.357
152.647	37.910	36.200
152.673	34.894	36.104
152.700	33.574	36.171
152.731	35.887	36.322
152.762	38.982	36.460
152.788	36.403	36.344
152.814	34.247	36.230
152.845	37.280	36.291
152.876	39.297	36.170
152.897	31.923	36.067
152.928	35.575	35.974
152.959	37.502	36.045
152.985	34.861	35.935
153.012	34.145	35.873
153.043	36.374	36.026
153.074	39.391	35.938
153.100	37.190	35.891
153.125	33.852	35.851
153.156	36.613	35.818
153.188	38.914	36.060
153.208	32.088	35.901
153.240	35.174	35.801
153.271	37.609	36.072
153.297	35.351	36.127
153.323	33.340	36.071
153.355	36.355	36.163
153.385	38.715	36.365
153.406	31.386	36.196
153.437	34.699	36.052
153.470	37.997	36.109
153.496	35.575	36.183
153.501	40.288	36.079
153.521	33.304	35.986
153.553	36.803	36.256
153.584	38.695	36.327
153.610	36.951	36.243
153.638	36.096	36.585
153.667	37.172	36.803
153.698	39.203	36.720
153.719	32.151	36.772
153.751	35.776	37.011
153.782	38.628	37.068
153.808	35.694	36.944
153.834	34.000	36.989
153.865	36.600	36.884
153.896	38.839	36.912
153.922	36.936	36.963
153.949	35.512	36.865
153.986	43.908	36.804
154.009	38.792	36.649
154.033	34.268	36.597
154.067	40.037	36.530
154.093	37.339	36.898
154.120	36.148	36.790
154.147	34.884	36.712
154.177	36.713	36.888
154.207	37.661	36.823
154.231	33.998	36.817
154.263	38.080	36.811
154.290	36.229	36.775
154.318	35.431	36.746
154.342	32.237	36.441
154.374	35.860	36.427
154.404	37.525	36.367
154.436	41.364	36.187
154.456	33.078	36.232
154.488	36.678	36.241
154.520	40.084	36.230
154.540	32.379	36.264
154.573	36.454	36.403
154.604	38.668	36.333
154.629	36.041	36.283
154.656	34.805	36.397
154.686	36.274	36.462
154.717	38.442	36.585
154.739	32.777	36.840
154.770	35.522	36.835
154.801	38.463	36.799
154.827	36.388	36.998
154.853	34.608	36.960
154.885	37.545	36.659
154.917	41.148	36.916
154.936	32.239	36.934
154.968	36.832	36.913
154.999	39.094	37.034
155.025	37.035	37.057
155.051	35.311	37.047
155.086	42.242	37.060
155.110	37.403	37.125
155.144	40.457	37.068
155.170	38.062	36.971
155.197	35.720	37.157
155.222	32.577	37.247
155.258	38.794	37.140
155.285	36.908	36.975
155.316	38.136	37.168
155.345	39.079	37.310
155.370	35.379	37.070
155.399	36.015	36.982
155.431	38.763	37.090
155.456	34.413	36.818
155.483	34.093	36.869
155.514	36.036	36.696
155.548	41.031	36.524
155.572	36.866	36.698
155.598	34.869	36.917
155.629	37.022	36.982
155.659	37.071	37.050
155.691	40.363	36.961
155.711	33.097	36.741
155.742	34.832	36.803
155.774	38.024	36.923
155.799	35.443	36.846
155.831	38.668	36.895
155.857	36.145	37.049
155.883	33.755	37.236
155.920	40.060	36.952
155.946	38.065	36.936
155.977	40.418	37.100
156.003	38.601	36.884
156.029	35.911	36.859
156.055	33.590	36.630
156.086	36.913	36.813
156.118	39.035	36.821
156.143	36.821	36.926
156.170	35.658	36.847
156.201	37.934	36.763
156.232	40.708	36.874
156.253	33.939	36.986
156.284	36.452	36.804
156.315	38.981	36.787
156.336	31.615	36.803
156.341	36.457	36.592
156.367	34.626	36.579
156.398	37.665	36.775
156.424	35.031	36.717
156.430	40.652	36.504
156.451	33.468	36.521
156.482	36.569	36.669
156.513	38.915	36.452
156.539	36.563	36.316
156.565	35.514	36.521
156.596	37.645	36.330
156.628	40.813	36.160
156.648	33.324	36.395
156.679	35.581	36.538
156.711	38.484	36.797
156.736	35.468	37.285
156.762	33.706	37.322
156.794	37.248	37.127
156.825	39.362	37.296
156.846	32.507	37.110
156.851	37.306	37.023
156.882	39.062	36.958
156.903	31.691	37.040
156.934	34.738	36.934
156.965	37.485	36.672
156.997	40.020	36.819
157.025	41.106	36.992
157.062	49.861	36.765
157.076	35.968	36.840
157.105	35.775	36.864
157.135	37.683	36.848
157.157	31.920	36.856
157.162	36.751	36.861
157.189	34.925	36.794
157.220	37.581	36.731
157.246	34.976	36.873
157.272	34.273	36.877
157.304	36.998	36.862
157.335	39.898	36.875
157.356	32.807	36.557
157.361	37.361	35.972
157.386	34.287	36.066
157.417	36.855	36.071
157.448	39.555	35.916
157.469	32.648	36.114
157.500	35.627	36.207
157.531	37.494	36.290
157.557	35.228	36.213
157.585	34.837	36.402
157.615	37.113	36.451
157.647	40.353	36.581
157.668	33.159	36.315
157.698	35.221	36.463
157.730	38.317	36.520
157.756	35.909	36.402
157.782	33.799	36.325
157.813	36.869	36.224
157.845	39.087	36.518
157.871	37.003	36.416
157.897	35.653	36.330
157.930	39.702	36.438
157.954	35.503	36.474
157.959	40.249	36.335
157.979	33.247	36.203
158.011	36.511	36.436
158.042	38.779	36.293
158.063	31.320	36.178
158.094	34.947	36.238
158.125	37.027	36.313
158.157	40.000	36.189
158.178	33.074	36.064
158.208	35.342	36.155
158.240	37.934	36.214
158.266	35.724	36.017
158.292	33.635	36.105
158.323	37.068	35.902
158.354	38.975	36.189
158.375	31.660	36.047
158.406	35.431	35.950
158.437	37.415	36.261
158.464	35.667	36.327
158.490	33.762	36.218
158.520	35.977	36.104
158.552	39.264	36.376
158.578	37.144	36.269
158.604	34.760	36.171
158.635	37.715	36.255
158.662	35.169	36.329
158.667	40.428	36.222
158.687	32.951	36.148
158.719	36.368	36.463
158.750	39.083	36.346
158.776	36.601	36.342
158.802	34.294	36.320
158.833	37.165	36.520
158.864	39.861	36.489
158.885	32.685	36.215
158.916	35.476	36.137
158.947	37.825	36.242
158.974	35.482	36.128
159.000	34.399	36.067
159.031	37.125	35.896
159.062	39.536	36.115
159.083	32.500	36.117
159.088	37.301	35.948
159.114	35.118	35.938
159.146	38.765	35.985
159.171	35.218	35.852
159.196	32.402	35.667
159.228	35.186	35.851
159.259	37.394	35.927
159.284	34.856	35.739
159.311	33.652	36.486
159.342	36.149	37.329
159.373	38.435	37.137
159.399	36.418	37.036
159.426	34.850	37.269
159.456	36.361	37.202
159.483	35.475	37.180
159.509	33.833	37.170
159.539	35.233	37.373
159.570	37.279	37.398
159.598	37.385	37.417
159.622	33.117	37.455
159.672	54.156	37.484
159.701	55.484	37.505
159.706	32.322	37.549
159.739	37.003	37.604
159.769	38.330	37.421
159.795	35.636	37.450
159.822	34.554	37.577
159.854	38.511	37.566
159.884	40.315	37.584
159.905	33.012	37.615
159.936	35.677	37.689
159.967	38.341	37.480
159.993	35.575	37.520
160.019	34.168	36.902
160.050	37.251	36.077
160.082	39.802	36.412
160.102	31.844	36.277
160.134	35.574	36.152
160.166	39.541	36.217
160.190	35.198	36.282
160.217	34.303	36.106
160.248	35.997	35.964
160.279	39.120	36.203
160.300	32.168	36.070
160.330	34.115	36.006
160.363	38.715	36.077
160.388	34.841	36.135
160.394	40.703	36.067
160.415	33.638	35.957
160.445	35.190	36.311
160.476	37.277	36.206
160.503	36.172	36.024
160.529	34.113	36.203
160.560	36.763	36.243
160.591	38.979	36.192
160.612	32.371	36.082
160.644	36.739	36.372
160.674	37.343	36.297
160.701	35.614	36.156
160.727	35.545	36.285
160.757	37.055	36.068
160.790	40.700	36.159
160.810	32.946	36.290
160.840	34.996	36.182
160.873	39.661	36.482
160.897	35.302	36.636
160.924	34.743	36.684
160.954	36.351	36.409
160.986	39.439	36.582
161.006	32.238	36.515
161.038	35.177	36.569
161.069	38.072	36.580
161.095	35.266	36.519
161.123	35.933	36.666
161.154	38.463	36.601
161.179	34.572	36.598
161.215	43.669	36.634
161.238	37.959	36.561
161.267	37.977	36.552
161.288	32.103	36.524
161.293	36.675	36.518
161.319	35.074	36.470
161.351	38.692	36.602
161.376	35.893	36.583
161.403	34.025	36.559
161.438	40.725	36.761
161.465	39.080	36.609
161.487	32.866	36.528
161.518	35.887	36.721
161.549	37.849	36.431
161.574	35.069	36.252
161.601	34.035	36.222
161.632	36.221	36.490
161.662	38.218	36.343
161.688	35.560	36.301
161.715	34.682	36.210
161.746	37.470	36.379
161.778	40.325	36.389
161.798	32.127	36.185
161.830	36.445	36.117
161.862	39.396	36.239
161.887	36.414	36.199
161.913	33.489	36.177
161.945	37.222	36.385
161.975	38.820	36.306
161.997	32.987	36.277
162.026	34.018	36.309
162.057	36.420	36.258
162.090	40.117	36.166
162.112	34.281	36.227
162.141	35.634	36.087
162.171	37.366	37.088
162.198	35.911	37.399
162.225	34.899	37.043
162.256	37.304	36.858
162.288	40.261	36.712
162.308	32.058	36.469
162.339	35.491	36.112
162.372	39.040	36.049
162.382	34.263	35.965
162.421	32.394	35.817
162.431	38.990	35.421
162.444	36.817	35.308
162.449	57.173	35.102
162.451	44.210	34.865
162.478	30.493	34.715
162.483	31.780	34.625
162.496	29.849	34.353
162.537	31.149	34.005
162.540	29.888	33.986
162.556	31.425	33.783
162.598	31.917	33.455
162.601	32.704	33.314
162.613	30.229	33.280
162.655	31.448	32.914
162.657	30.499	32.731
162.673	31.427	31.656
162.715	32.162	31.139
162.718	32.661	31.158
162.730	30.502	31.184
162.772	31.568	31.216
162.775	31.560	31.272
162.788	30.424	31.292
162.829	30.847	31.321
162.832	30.729	31.305
162.847	31.560	31.280
162.886	29.829	31.351
162.892	32.253	31.352
162.904	30.282	31.345
162.946	31.296	31.266
162.949	30.963	31.190
162.965	32.432	31.110
163.004	30.645	31.114
163.009	32.546	31.150
163.022	30.399	31.209
163.064	32.135	31.187
163.067	31.536	31.161
163.082	32.064	31.166
163.124	32.015	31.129
163.126	31.455	31.241
163.139	30.336	31.159
163.181	29.450	31.200
163.184	30.255	31.139
163.199	30.678	31.323
163.239	30.596	31.194
163.244	32.461	31.201
163.260	33.048	31.057
163.298	29.854	31.055
163.301	30.220	30.939
163.316	30.831	30.878
163.356	30.637	30.822
163.362	32.639	30.808
163.374	30.212	30.860
163.416	31.308	30.861
163.418	29.769	30.981
163.438	35.562	31.011
163.472	29.208	31.041
163.478	30.804	31.107
163.490	28.953	31.121
163.533	30.338	31.015
163.535	29.239	31.120
163.550	30.009	31.135
163.593	30.674	31.147
163.596	31.660	31.150
163.611	32.753	31.119
163.650	30.368	31.127
163.655	32.452	31.054
163.668	31.006	31.084
163.711	31.415	30.960
163.713	32.252	31.075
163.728	32.823	31.074
163.767	30.378	31.157
163.772	32.499	31.158
163.785	30.578	31.235
163.826	31.137	31.284
163.829	30.720	31.297
163.845	31.853	31.214
163.884	30.426	31.110
163.886	29.477	31.081
163.902	30.518	31.000
163.945	32.454	31.048
163.947	32.098	31.077
163.960	30.768	31.107
164.001	31.019	31.034
164.004	30.379	31.123
164.020	31.153	31.064
164.061	31.241	31.101
164.063	30.995	31.092
164.077	29.589	31.186
164.118	30.158	31.111
164.121	29.625	31.134
164.136	30.429	31.240
164.179	32.205	31.292
164.182	32.139	31.408
164.198	33.003	31.276
164.236	31.009	31.244
164.241	32.607	31.215
164.255	31.024	31.246
164.296	31.488	31.295
164.298	30.924	31.244
164.315	33.059	31.267
164.356	29.999	31.276
164.372	30.997	31.310
164.413	32.122	31.329
164.416	31.817	31.408
164.435	35.355	31.349
164.472	28.795	31.326
164.488	29.974	31.214
164.530	30.298	31.250
164.533	31.146	31.209
164.549	32.377	31.249
164.587	29.956	31.232
164.592	31.578	31.242
164.605	29.808	31.102
164.647	31.028	31.090
164.650	30.095	31.051
164.667	32.397	31.034
164.707	30.725	30.945
164.710	31.558	30.781
164.723	30.211	30.910
164.765	31.902	30.974
164.768	31.603	31.068
164.783	32.016	31.063
164.824	31.052	31.018
164.827	31.190	31.044
164.840	29.559	31.051
164.882	29.692	31.100
164.884	30.009	31.030
164.901	31.719	31.064
164.939	29.594	31.024
164.944	31.242	31.013
164.960	32.020	30.904
165.000	31.580	30.906
165.004	32.641	30.864
165.017	31.021	30.771
165.058	31.245	30.744
165.061	30.606	30.775
165.077	31.766	30.761
165.116	31.037	30.849
165.118	29.280	30.884
165.135	30.940	30.977
165.176	31.400	30.972
165.178	30.431	31.156
165.191	28.836	31.149
165.236	30.260	31.141
165.252	30.861	31.101
165.290	29.281	31.063
165.297	31.345	31.073
165.312	31.822	31.097
165.351	30.834	31.088
165.355	31.759	31.088
165.369	30.564	31.055
165.411	32.344	31.098
165.414	31.599	31.098
165.431	34.175	31.110
165.468	31.070	31.112
165.472	31.820	31.231
165.486	30.600	31.280
165.528	31.690	31.271
165.531	31.270	31.305
165.546	31.839	31.281
165.586	30.380	31.316
165.590	31.767	31.332
165.603	30.204	31.261
165.646	30.363	31.285
165.648	30.941	31.203
165.663	31.688	31.176
165.703	30.486	30.980
165.708	31.801	30.974
165.722	31.495	30.893
165.762	30.645	30.939
165.765	30.135	30.904
165.780	30.738	30.946
165.823	32.687	30.928
165.824	31.242	30.996
165.838	29.979	30.939
165.879	31.174	30.899
165.882	30.294	30.899
165.897	30.912	30.952
165.936	29.290	30.871
165.941	30.915	30.903
165.955	29.778	30.837
165.997	31.754	30.763
166.000	30.812	30.728
166.016	32.321	30.745
166.057	31.390	30.801
166.059	32.089	30.752
166.072	30.353	30.696
166.113	29.193	30.746
166.116	30.374	30.695
166.133	32.247	30.717
166.171	29.673	30.756
166.176	31.276	30.867
166.189	30.148	30.879
166.231	29.651	30.970
166.233	29.781	30.914
166.249	30.563	30.918
166.291	32.133	30.824
166.294	31.446	30.847
166.307	29.852	30.746
166.348	31.232	30.764
166.351	29.907	30.813
166.366	30.847	30.880
166.408	31.864	30.762
166.411	32.068	30.860
166.425	31.215	30.803
166.466	32.059	30.836
166.468	30.356	30.904
166.484	30.922	31.004
166.523	29.965	31.006
166.529	31.956	31.006
166.541	29.559	31.045
166.583	30.814	31.139
166.586	30.405	31.133
166.602	32.066	31.201
166.639	29.283	31.263
166.646	32.132	31.247
166.658	29.845	31.189
166.701	30.969	31.162
166.704	31.367	31.064
166.719	32.282	31.114
166.758	30.608	31.052
166.763	32.124	31.132
166.778	32.426	31.045
166.818	32.216	31.152
166.821	31.077	31.152
166.836	31.608	31.204
166.878	32.398	31.128
166.880	31.459	31.196
166.894	30.618	31.199
166.935	30.527	31.227
166.937	29.623	31.289
166.953	31.603	31.268
166.992	29.366	31.249
166.997	31.967	31.303
167.010	29.773	31.311
167.052	32.242	31.242
167.055	30.808	31.142
167.071	31.718	31.143
167.111	30.161	31.105
167.114	30.978	31.099
167.130	32.201	31.159
167.169	30.552	31.167
167.174	32.512	31.142
167.187	30.865	31.265
167.229	31.789	31.247
167.232	31.976	31.355
167.247	32.323	31.259
167.286	30.700	31.321
167.288	29.714	31.252
167.304	31.084	31.303
167.344	30.663	31.227
167.349	32.252	31.314
167.365	32.948	31.272
167.403	30.833	31.142
167.406	29.910	31.115
167.423	32.683	31.048
167.463	31.158	31.015
167.466	32.063	30.994
167.478	29.575	30.996
167.520	31.312	30.941
167.523	30.533	30.956
167.539	32.084	30.979
167.578	29.801	31.018
167.584	32.333	31.001
167.596	29.930	30.900
167.637	28.952	30.800
167.640	29.885	30.853
167.655	30.844	30.865
167.698	30.020	30.765
167.714	31.275	30.767
167.755	32.027	30.641
167.758	30.942	30.680
167.773	31.082	30.725
167.812	30.298	30.718
167.818	32.041	30.664
167.831	30.253	30.769
167.872	29.714	30.685
167.874	30.462	30.743
167.891	32.149	30.862
167.929	30.220	30.916
167.933	30.180	30.985
167.948	31.191	31.058
167.986	28.926	31.096
167.991	30.555	31.103
168.008	32.420	31.087
168.048	30.357	31.056
168.050	30.744	31.098
168.066	32.431	31.085
168.104	30.215	31.092
168.109	31.394	31.183
168.125	31.927	31.177
168.164	31.236	31.187
168.169	32.562	31.253
168.183	31.857	31.346
168.224	32.226	31.756
168.227	32.198	33.897
168.240	30.530	34.235
168.282	30.304	34.682
168.284	31.368	35.085
168.300	31.717	35.033
168.339	30.422	34.998
168.344	31.979	35.011
168.357	30.323	35.018
168.400	32.382	34.922
168.402	31.870	34.948
168.417	32.523	34.864
168.467	41.427	34.774
168.467	82.460	34.769
168.468	39.004	34.738
168.469	43.595	34.769
168.469	40.428	34.825
168.473	29.449	34.787
168.516	31.560	34.739
168.518	30.522	34.745
168.534	31.570	34.722
168.573	29.539	34.786
168.579	31.894	34.774
168.592	30.445	34.803
168.633	29.619	34.714
168.638	32.098	34.257
168.652	31.424	32.239
168.692	31.293	31.877
168.695	31.721	31.417
168.709	30.403	30.998
168.751	30.533	31.071
168.753	30.564	31.034
168.768	31.403	31.115
168.810	31.926	31.054
168.813	32.072	31.128
168.828	32.615	31.036
168.867	30.280	31.117
168.869	30.017	31.184
168.886	31.996	31.183
168.924	29.953	31.101
168.930	32.090	31.136
168.943	29.972	31.061
168.984	31.274	31.065
168.987	30.631	31.086
169.004	32.532	31.139
169.041	30.068	31.071
169.046	31.367	31.041
169.059	29.600	31.031
169.103	32.463	30.913
169.105	31.307	30.902
169.121	32.064	31.021
169.159	29.373	30.933
169.165	32.184	30.987
169.177	29.827	30.882
169.220	30.506	30.970
169.222	31.056	30.967
169.238	31.888	30.981
169.276	29.723	30.848
169.281	31.169	30.881
169.296	31.811	30.814
169.336	29.667	30.815
169.338	30.005	30.774
169.356	32.989	30.702
169.393	29.809	30.690
169.398	31.293	30.696
169.411	29.463	30.682
169.454	32.181	30.694
169.457	31.205	30.753
169.471	30.983	30.687
169.510	29.198	30.681
169.515	30.906	30.675
169.529	29.668	30.603
169.573	29.638	30.530
169.589	31.448	30.606
169.628	29.505	30.616
169.633	31.760	30.571
169.646	29.516	30.564
169.688	31.825	30.537
169.690	30.149	30.604
169.707	31.964	30.514
169.745	29.405	30.478
169.750	31.749	30.472
169.763	29.559	30.482
169.805	29.377	30.501
169.807	29.986	30.517
169.823	31.570	30.588
169.862	30.263	30.519
169.867	31.862	30.527
169.880	29.633	30.480
169.922	30.606	30.570
169.927	31.136	30.592
169.940	29.949	30.565
169.982	30.294	30.577
169.984	30.843	30.626
169.998	29.449	30.640
170.039	31.382	30.647
170.042	30.046	30.739
170.058	31.412	30.730
170.097	29.726	30.684
170.101	29.719	30.651
170.117	30.581	30.555
170.159	31.755	30.568
170.163	32.389	30.655
170.174	29.462	30.656
170.217	32.276	30.918
170.220	30.614	32.929
170.236	32.099	33.221
170.274	29.751	33.271
170.279	31.662	33.207
170.292	29.763	33.234
170.334	30.426	33.315
170.336	29.445	33.416
170.352	29.456	33.447
170.393	29.948	33.478
170.399	32.795	33.509
170.412	31.147	33.457
170.461	36.501	33.501
170.462	80.568	33.509
170.462	38.150	33.500
170.469	30.699	33.457
170.511	29.788	33.476
170.526	30.722	33.448
170.570	33.422	33.566
170.571	32.251	33.559
170.583	30.495	33.636
170.626	31.361	33.676
170.629	32.523	33.750
170.641	31.095	33.659
170.684	30.559	33.648
170.700	32.493	33.655
170.740	30.383	31.689
170.755	31.016	31.498
170.795	30.229	31.516
170.798	30.955	31.704
170.814	32.725	31.643
170.854	30.257	31.508
170.870	31.366	31.513
170.912	30.453	31.490
170.928	31.801	31.445
170.968	30.514	31.405
170.970	30.880	31.387
170.990	36.678	31.386
171.027	31.419	31.335
171.030	33.358	31.403
171.042	31.154	31.393
171.084	34.496	31.456
171.091	29.194	31.437
171.105	30.035	31.411
171.144	32.377	31.418
171.154	29.940	31.424
171.167	30.223	31.501
171.205	31.522	31.576
171.217	30.646	31.639
171.229	30.539	31.696
171.272	31.211	31.444
171.287	32.079	31.415
171.329	30.769	31.321
171.344	31.813	31.291
171.386	30.477	31.161
171.402	32.085	31.271
171.444	30.410	31.270
171.459	31.527	31.145
171.503	32.372	31.161
171.519	33.670	31.379
171.558	32.102	31.297
171.561	32.292	31.260
171.573	30.401	31.290
171.615	30.674	31.268
171.617	31.012	31.212
171.631	30.418	31.226
171.672	31.229	31.240
171.676	31.959	31.338
171.688	30.005	31.331
171.729	29.241	31.311
171.732	30.339	31.304
171.752	35.678	31.299
171.787	29.489	31.224
171.789	29.704	31.147
171.805	31.289	31.120
171.845	30.678	31.135
171.848	30.677	31.207
171.862	31.121	31.191
171.905	32.139	31.261
171.907	32.928	31.210
171.921	31.929	31.214
171.962	29.891	31.323
171.978	31.352	31.378
172.019	32.257	31.368
172.022	31.786	31.242
172.035	30.195	31.294
172.077	31.601	31.401
172.079	30.773	31.493
172.095	32.478	31.624
172.136	30.622	31.674
172.152	32.162	31.617
172.191	29.950	31.246
172.195	32.069	32.496
172.210	32.731	32.136
172.249	30.623	33.508
172.250	30.069	33.173
172.267	32.548	32.696
172.309	30.780	32.825
172.325	32.367	32.465
172.368	33.593	32.635
172.369	33.968	32.283
172.382	31.929	31.441
172.393	29.683	30.755
172.428	22.860	29.878
172.428	64.186	28.867
172.428	22.918	27.769
172.428	64.198	26.665
172.429	22.984	25.626
172.441	20.323	24.698
172.441	35.017	23.589
172.442	21.190	22.576
172.442	35.846	21.497
172.443	21.993	20.363
172.473	11.416	19.189
172.476	13.463	18.123
